matchid,playername,playing_role,playing_team,playercost,total_points,pred_points_catboost,pred_points,pred_selection_rank,pred_selection_true,actual_selection_rank,actual_selection_true
335983,K Goel,Batsmen,Kings XI Punjab,10,23.0,28.269309776135746,28.269309776135746,8.0,1.0,,
335983,KC Sangakkara,Batsmen,Kings XI Punjab,10,77.0,28.269309776135746,28.269309776135746,9.0,1.0,2.0,1.0
335983,M Muralitharan,Bowler,Chennai Super Kings,10,25.0,28.041234754257086,28.041234754257086,,,8.0,1.0
335983,MEK Hussey,Batsmen,Chennai Super Kings,10,334.0,27.75255084258824,27.75255084258824,,,0.0,1.0
335983,ML Hayden,Batsmen,Chennai Super Kings,10,32.0,27.75255084258824,27.75255084258824,,,6.0,1.0
335983,MS Dhoni,Batsmen,Chennai Super Kings,10,2.0,27.75255084258824,27.75255084258824,,,,
335983,MS Gony,Bowler,Chennai Super Kings,10,23.0,28.041234754257086,28.041234754257086,,,,
335983,P Amarnath,Bowler,Chennai Super Kings,10,21.0,28.041234754257086,28.041234754257086,10.0,1.0,,
335983,PA Patel,Batsmen,Chennai Super Kings,10,19.0,27.75255084258824,27.75255084258824,,,,
335983,PP Chawla,Bowler,Kings XI Punjab,10,-6.0,28.754909384765373,28.754909384765373,5.0,1.0,,
335983,S Badrinath,Batsmen,Chennai Super Kings,10,38.0,27.75255084258824,27.75255084258824,,,5.0,1.0
335983,S Sreesanth,Bowler,Kings XI Punjab,10,-4.0,28.754909384765373,28.754909384765373,4.0,1.0,,
335983,SK Raina,Batsmen,Chennai Super Kings,10,41.0,27.75255084258824,27.75255084258824,,,4.0,1.0
335983,SM Katich,Batsmen,Kings XI Punjab,10,26.0,28.269309776135746,28.269309776135746,7.0,1.0,,
335983,WA Mota,Bowler,Kings XI Punjab,10,23.0,28.754909384765373,28.754909384765373,3.0,1.0,10.0,1.0
335983,Yuvraj Singh,AllRounder,Kings XI Punjab,10,28.0,37.099419646296184,74.19883929259237,0.0,1.0,7.0,1.0
335984,B Geeves,Bowler,Delhi Daredevils,10,-4.0,29.041592170339612,29.041592170339612,7.0,1.0,,
335984,D Salunkhe,Bowler,Rajasthan Royals,10,32.0,27.521152594331628,27.521152594331628,,,7.0,1.0
335984,DL Vettori,Bowler,Delhi Daredevils,10,25.0,29.041592170339612,29.041592170339612,6.0,1.0,8.0,1.0
335984,DS Lehmann,Batsmen,Rajasthan Royals,10,1.0,27.06388917151267,27.06388917151267,,,,
335984,G Gambhir,Batsmen,Delhi Daredevils,10,156.0,27.96028580199769,27.96028580199769,10.0,1.0,0.0,1.0
335984,GD McGrath,Bowler,Delhi Daredevils,10,37.0,29.041592170339612,29.041592170339612,5.0,1.0,6.0,1.0
335984,M Kaif,Batsmen,Rajasthan Royals,10,11.0,27.06388917151267,27.06388917151267,,,,
335984,M Rawat,Batsmen,Rajasthan Royals,10,2.0,27.06388917151267,27.06388917151267,,,,
335984,MF Maharoof,Bowler,Delhi Daredevils,10,56.0,29.041592170339612,29.041592170339612,4.0,1.0,3.0,1.0
335984,MM Patel,Bowler,Rajasthan Royals,10,0.0,27.521152594331628,27.521152594331628,,,,
335984,R Bhatia,Bowler,Delhi Daredevils,10,56.0,29.041592170339612,29.041592170339612,3.0,1.0,2.0,1.0
335984,RA Jadeja,AllRounder,Rajasthan Royals,10,39.0,36.41151093276743,36.41151093276743,2.0,1.0,5.0,1.0
335984,S Dhawan,Batsmen,Delhi Daredevils,10,112.5,27.96028580199769,27.96028580199769,9.0,1.0,1.0,1.0
335984,SK Trivedi,Bowler,Rajasthan Royals,10,3.0,27.521152594331628,27.521152594331628,,,,
335984,SK Warne,Bowler,Rajasthan Royals,10,16.0,27.521152594331628,27.521152594331628,,,9.0,1.0
335984,SR Watson,AllRounder,Rajasthan Royals,10,50.0,36.41151093276743,54.61726639915114,1.0,1.0,4.0,1.0
335984,T Kohli,Batsmen,Rajasthan Royals,10,10.0,27.06388917151267,27.06388917151267,,,,
335984,V Sehwag,Batsmen,Delhi Daredevils,10,15.0,27.96028580199769,27.96028580199769,8.0,1.0,10.0,1.0
335984,YK Pathan,AllRounder,Rajasthan Royals,10,12.0,36.41151093276743,72.82302186553486,0.0,1.0,,
335985,A Nehra,Bowler,Mumbai Indians,10,23.0,26.941615732193128,26.941615732193128,6.0,1.0,,
335985,AM Nayar,Batsmen,Mumbai Indians,10,21.0,26.609981219935413,26.609981219935413,,,,
335985,B Akhil,Bowler,Royal Challengers Bangalore,10,56.0,26.6943356527141,26.6943356527141,7.0,1.0,2.0,1.0
335985,DJ Thornely,AllRounder,Mumbai Indians,10,6.0,34.53501539981078,34.53501539981078,3.0,1.0,,
335985,DS Kulkarni,Bowler,Mumbai Indians,10,27.0,26.941615732193128,26.941615732193128,5.0,1.0,10.0,1.0
335985,Harbhajan Singh,Bowler,Mumbai Indians,10,52.0,26.941615732193128,26.941615732193128,4.0,1.0,4.0,1.0
335985,JH Kallis,AllRounder,Royal Challengers Bangalore,10,21.0,34.69563339190005,69.3912667838001,0.0,1.0,,
335985,L Ronchi,Batsmen,Mumbai Indians,10,10.0,26.609981219935413,26.609981219935413,,,,
335985,LRPL Taylor,Batsmen,Royal Challengers Bangalore,10,29.0,26.596005204281802,26.596005204281802,,,9.0,1.0
335985,MV Boucher,Batsmen,Royal Challengers Bangalore,10,48.0,26.67352650471841,26.67352650471841,10.0,1.0,5.0,1.0
335985,P Kumar,Bowler,Royal Challengers Bangalore,10,25.0,26.6943356527141,26.6943356527141,,,,
335985,PR Shah,Batsmen,Mumbai Indians,10,23.0,26.609981219935413,26.609981219935413,,,,
335985,R Dravid,Batsmen,Royal Challengers Bangalore,10,36.0,26.67352650471841,26.67352650471841,9.0,1.0,7.0,1.0
335985,R Vinay Kumar,Bowler,Royal Challengers Bangalore,10,-4.0,26.610201519542766,26.610201519542766,,,,
335985,RV Uthappa,Batsmen,Mumbai Indians,10,84.0,26.609981219935413,26.609981219935413,,,1.0,1.0
335985,S Chanderpaul,Batsmen,Royal Challengers Bangalore,10,20.0,26.596005204281802,26.596005204281802,,,,
335985,SB Joshi,Bowler,Royal Challengers Bangalore,10,4.0,26.6943356527141,26.6943356527141,,,,
335985,SM Pollock,AllRounder,Mumbai Indians,10,39.0,34.53501539981078,34.53501539981078,2.0,1.0,6.0,1.0
335985,ST Jayasuriya,AllRounder,Mumbai Indians,10,120.0,34.53501539981078,51.80252309971617,1.0,1.0,0.0,1.0
335985,V Kohli,Batsmen,Royal Challengers Bangalore,10,29.0,26.67352650471841,26.67352650471841,8.0,1.0,8.0,1.0
335985,Z Khan,Bowler,Royal Challengers Bangalore,10,54.0,26.6943356527141,26.6943356527141,,,3.0,1.0
335986,A Symonds,AllRounder,Deccan Chargers,10,43.0,35.09402351766305,35.09402351766305,3.0,1.0,6.0,1.0
335986,AB Agarkar,Bowler,Kolkata Knight Riders,10,48.0,29.67081695110584,29.67081695110584,6.0,1.0,5.0,1.0
335986,AB Dinda,Bowler,Kolkata Knight Riders,10,27.0,29.67081695110584,29.67081695110584,5.0,1.0,,
335986,AC Gilchrist,Batsmen,Deccan Chargers,10,31.0,26.216687832831273,26.216687832831273,,,9.0,1.0
335986,AS Yadav,Batsmen,Deccan Chargers,10,13.0,26.216687832831273,26.216687832831273,,,,
335986,BB McCullum,Batsmen,Kolkata Knight Riders,10,6.0,28.28336252636397,28.28336252636397,10.0,1.0,,
335986,DJ Hussey,Batsmen,Kolkata Knight Riders,10,111.0,28.28336252636397,28.28336252636397,,,1.0,1.0
335986,I Sharma,Bowler,Kolkata Knight Riders,10,39.0,29.67081695110584,29.67081695110584,4.0,1.0,7.0,1.0
335986,LR Shukla,AllRounder,Kolkata Knight Riders,10,5.0,36.777816694036865,55.1667250410553,1.0,1.0,,
335986,M Kartik,Bowler,Kolkata Knight Riders,10,158.0,29.5066204250736,29.5066204250736,7.0,1.0,0.0,1.0
335986,Mohammad Hafeez,AllRounder,Kolkata Knight Riders,10,48.0,36.777816694036865,73.55563338807373,0.0,1.0,4.0,1.0
335986,PP Ojha,Bowler,Deccan Chargers,10,56.0,26.519685483482665,26.519685483482665,,,2.0,1.0
335986,RG Sharma,Batsmen,Deccan Chargers,10,-2.0,26.216687832831273,26.216687832831273,,,,
335986,RP Singh,Bowler,Deccan Chargers,10,30.0,26.519685483482665,26.519685483482665,,,,
335986,RT Ponting,Batsmen,Kolkata Knight Riders,10,-2.0,28.28336252636397,28.28336252636397,9.0,1.0,,
335986,SB Bangar,Bowler,Deccan Chargers,10,31.0,26.519685483482665,26.519685483482665,,,8.0,1.0
335986,SB Styris,AllRounder,Deccan Chargers,10,12.0,35.09402351766305,35.09402351766305,2.0,1.0,,
335986,SC Ganguly,Batsmen,Kolkata Knight Riders,10,30.0,28.28336252636397,28.28336252636397,8.0,1.0,10.0,1.0
335986,VVS Laxman,Batsmen,Deccan Chargers,10,-2.0,26.216687832831273,26.216687832831273,,,,
335986,WP Saha,Batsmen,Kolkata Knight Riders,10,16.0,28.143361165559288,28.143361165559288,,,,
335986,WPUJC Vaas,Bowler,Deccan Chargers,10,54.0,26.519685483482665,26.519685483482665,,,3.0,1.0
335986,Y Venugopal Rao,Batsmen,Deccan Chargers,10,17.0,26.216687832831273,26.216687832831273,,,,
335987,B Lee,Bowler,Kings XI Punjab,10,23.0,27.802886684697302,27.802886684697302,,,,
335987,D Salunkhe,Bowler,Rajasthan Royals,10,25.0,29.088443395355817,29.088443395355817,7.0,1.0,9.0,1.0
335987,DPMD Jayawardene,Batsmen,Kings XI Punjab,10,3.0,27.10634122672831,27.10634122672831,,,,
335987,DS Lehmann,Batsmen,Rajasthan Royals,10,22.0,27.647446914548322,27.647446914548322,9.0,1.0,10.0,1.0
335987,IK Pathan,AllRounder,Kings XI Punjab,10,43.0,36.62837584253885,36.62837584253885,,,5.0,1.0
335987,JR Hopes,AllRounder,Kings XI Punjab,10,43.0,36.62837584253885,36.62837584253885,,,,
335987,K Goel,Batsmen,Kings XI Punjab,10,33.0,27.14728683234397,27.14728683234397,,,6.0,1.0
335987,KC Sangakkara,Batsmen,Kings XI Punjab,10,25.0,27.14728683234397,27.14728683234397,,,8.0,1.0
335987,Kamran Akmal,Batsmen,Rajasthan Royals,10,20.0,27.599801746665392,27.599801746665392,10.0,1.0,,
335987,M Kaif,Batsmen,Rajasthan Royals,10,7.0,27.647446914548322,27.647446914548322,8.0,1.0,,
335987,MM Patel,Bowler,Rajasthan Royals,10,23.0,29.088443395355817,29.088443395355817,6.0,1.0,,
335987,PP Chawla,Bowler,Kings XI Punjab,10,23.0,27.802886684697302,27.802886684697302,,,,
335987,Pankaj Singh,Bowler,Rajasthan Royals,10,-6.0,28.984181333398123,28.984181333398123,,,,
335987,RA Jadeja,AllRounder,Rajasthan Royals,10,46.0,36.81172599306304,36.81172599306304,2.0,1.0,4.0,1.0
335987,S Sohal,Batsmen,Kings XI Punjab,10,4.0,27.10634122672831,27.10634122672831,,,,
335987,S Sreesanth,Bowler,Kings XI Punjab,10,25.0,27.802886684697302,27.802886684697302,,,7.0,1.0
335987,SK Trivedi,Bowler,Rajasthan Royals,10,50.0,29.088443395355817,29.088443395355817,5.0,1.0,3.0,1.0
335987,SK Warne,Bowler,Rajasthan Royals,10,79.0,29.088443395355817,29.088443395355817,4.0,1.0,2.0,1.0
335987,SR Watson,AllRounder,Rajasthan Royals,10,200.0,36.81172599306304,55.21758898959456,1.0,1.0,0.0,1.0
335987,WA Mota,Bowler,Kings XI Punjab,10,-5.0,27.802886684697302,27.802886684697302,,,,
335987,YK Pathan,AllRounder,Rajasthan Royals,10,3.0,36.81172599306304,73.62345198612608,0.0,1.0,,
335987,Yuvraj Singh,AllRounder,Kings XI Punjab,10,118.5,36.62837584253885,36.62837584253885,3.0,1.0,1.0,1.0
335988,A Symonds,AllRounder,Deccan Chargers,10,8.0,36.428401336143395,72.85680267228679,0.0,1.0,10.0,1.0
335988,AC Gilchrist,Batsmen,Deccan Chargers,10,11.0,26.91826928238997,26.91826928238997,,,,
335988,AS Yadav,Batsmen,Deccan Chargers,10,14.0,26.91826928238997,26.91826928238997,,,,
335988,G Gambhir,Batsmen,Delhi Daredevils,10,14.0,28.582456446017062,28.582456446017062,8.0,1.0,,
335988,GD McGrath,Bowler,Delhi Daredevils,10,10.0,29.529998883620497,29.529998883620497,3.0,1.0,,
335988,MF Maharoof,Bowler,Delhi Daredevils,10,50.0,29.529998883620497,29.529998883620497,2.0,1.0,4.0,1.0
335988,Mohammad Asif,Bowler,Delhi Daredevils,10,54.0,29.431810794992924,29.431810794992924,5.0,1.0,2.0,1.0
335988,PP Ojha,Bowler,Deccan Chargers,10,6.0,27.343975924105216,27.343975924105216,,,,
335988,R Bhatia,Bowler,Delhi Daredevils,10,50.0,29.529998883620497,44.29499832543075,1.0,1.0,3.0,1.0
335988,RG Sharma,Batsmen,Deccan Chargers,10,133.5,26.91826928238997,26.91826928238997,,,1.0,1.0
335988,RP Singh,Bowler,Deccan Chargers,10,26.0,27.343975924105216,27.343975924105216,,,6.0,1.0
335988,S Dhawan,Batsmen,Delhi Daredevils,10,32.0,28.582456446017062,28.582456446017062,7.0,1.0,5.0,1.0
335988,SB Bangar,Bowler,Deccan Chargers,10,3.0,27.343975924105216,27.343975924105216,,,,
335988,Shahid Afridi,Bowler,Deccan Chargers,10,2.0,27.158023077742047,27.158023077742047,,,,
335988,V Sehwag,Batsmen,Delhi Daredevils,10,296.0,28.582456446017062,28.582456446017062,6.0,1.0,0.0,1.0
335988,VVS Laxman,Batsmen,Deccan Chargers,10,2.0,26.91826928238997,26.91826928238997,,,,
335988,VY Mahesh,Bowler,Delhi Daredevils,10,25.0,29.431810794992924,29.431810794992924,4.0,1.0,7.0,1.0
335988,WPUJC Vaas,Bowler,Deccan Chargers,10,22.0,27.343975924105216,27.343975924105216,9.0,1.0,8.0,1.0
335988,Y Venugopal Rao,Batsmen,Deccan Chargers,10,16.0,26.91826928238997,26.91826928238997,10.0,1.0,9.0,1.0
335989,A Nehra,Bowler,Mumbai Indians,10,26.0,27.61312216536109,27.61312216536109,,,,
335989,AM Nayar,Batsmen,Mumbai Indians,10,48.0,27.48135227974491,27.48135227974491,,,6.0,1.0
335989,DJ Bravo,AllRounder,Mumbai Indians,10,23.0,35.896932102077656,35.896932102077656,2.0,1.0,,
335989,DS Kulkarni,Bowler,Mumbai Indians,10,25.0,27.61312216536109,27.61312216536109,,,,
335989,Harbhajan Singh,Bowler,Mumbai Indians,10,35.0,27.61312216536109,27.61312216536109,,,9.0,1.0
335989,JDP Oram,Bowler,Chennai Super Kings,10,0.0,29.319938891827768,29.319938891827768,7.0,1.0,,
335989,Joginder Sharma,Bowler,Chennai Super Kings,10,50.0,29.319938891827768,29.319938891827768,6.0,1.0,5.0,1.0
335989,L Ronchi,Batsmen,Mumbai Indians,10,3.0,27.48135227974491,27.48135227974491,,,,
335989,M Muralitharan,Bowler,Chennai Super Kings,10,50.0,29.319938891827768,29.319938891827768,4.0,1.0,4.0,1.0
335989,MA Khote,Bowler,Mumbai Indians,10,59.0,27.5408142938317,27.5408142938317,,,2.0,1.0
335989,MEK Hussey,Batsmen,Chennai Super Kings,10,6.0,28.83542006246015,28.83542006246015,,,,
335989,ML Hayden,Batsmen,Chennai Super Kings,10,226.0,28.83542006246015,28.83542006246015,,,0.0,1.0
335989,MS Dhoni,Batsmen,Chennai Super Kings,10,38.0,28.83542006246015,28.83542006246015,,,7.0,1.0
335989,MS Gony,Bowler,Chennai Super Kings,10,37.0,29.319938891827768,29.319938891827768,5.0,1.0,8.0,1.0
335989,P Amarnath,Bowler,Chennai Super Kings,10,19.0,29.319938891827768,29.319938891827768,3.0,1.0,,
335989,PA Patel,Batsmen,Chennai Super Kings,10,18.0,28.83542006246015,28.83542006246015,10.0,1.0,,
335989,RV Uthappa,Batsmen,Mumbai Indians,10,58.0,27.48135227974491,27.48135227974491,,,3.0,1.0
335989,S Badrinath,Batsmen,Chennai Super Kings,10,2.0,28.83542006246015,28.83542006246015,8.0,1.0,,
335989,SK Raina,Batsmen,Chennai Super Kings,10,115.5,28.83542006246015,28.83542006246015,9.0,1.0,1.0,1.0
335989,SM Pollock,AllRounder,Mumbai Indians,10,20.0,36.13844747564049,54.207671213460735,1.0,1.0,,
335989,ST Jayasuriya,AllRounder,Mumbai Indians,10,25.0,36.13844747564049,72.27689495128098,0.0,1.0,10.0,1.0
335989,VS Yeligati,Bowler,Mumbai Indians,10,-2.0,27.5408142938317,27.5408142938317,,,,
335990,A Symonds,AllRounder,Deccan Chargers,10,330.0,37.742659432083066,37.742659432083066,2.0,1.0,0.0,1.0
335990,AC Gilchrist,Batsmen,Deccan Chargers,10,16.0,27.409742992737986,27.409742992737986,,,,
335990,AS Yadav,Batsmen,Deccan Chargers,10,20.0,23.248642584610916,23.248642584610916,,,,
335990,D Kalyankrishna,Bowler,Deccan Chargers,10,21.0,27.70078417505016,27.70078417505016,,,10.0,1.0
335990,D Salunkhe,Bowler,Rajasthan Royals,10,-1.0,26.08428856596025,26.08428856596025,,,,
335990,GC Smith,Batsmen,Rajasthan Royals,10,94.0,27.747136583470727,27.747136583470727,9.0,1.0,2.0,1.0
335990,Kamran Akmal,Batsmen,Rajasthan Royals,10,17.0,27.798063064816713,27.798063064816713,8.0,1.0,,
335990,M Kaif,Batsmen,Rajasthan Royals,10,42.0,27.53034166355319,27.53034166355319,10.0,1.0,5.0,1.0
335990,MM Patel,Bowler,Rajasthan Royals,10,-6.0,27.89318136518661,27.89318136518661,6.0,1.0,,
335990,PP Ojha,Bowler,Deccan Chargers,10,-6.0,26.7204658894868,26.7204658894868,,,,
335990,Pankaj Singh,Bowler,Rajasthan Royals,10,4.0,28.900455263113283,28.900455263113283,4.0,1.0,,
335990,RA Jadeja,AllRounder,Rajasthan Royals,10,2.0,34.59258963674712,34.59258963674712,3.0,1.0,,
335990,RG Sharma,Batsmen,Deccan Chargers,10,41.0,25.708457688174715,25.708457688174715,,,6.0,1.0
335990,RP Singh,Bowler,Deccan Chargers,10,23.0,25.911708745161814,25.911708745161814,,,8.0,1.0
335990,SK Trivedi,Bowler,Rajasthan Royals,10,-6.0,27.33651624559363,27.33651624559363,,,,
335990,SK Warne,Bowler,Rajasthan Royals,10,73.0,28.193912535718002,28.193912535718002,5.0,1.0,4.0,1.0
335990,SR Watson,AllRounder,Rajasthan Royals,10,29.0,40.91933532283932,81.83867064567865,0.0,1.0,7.0,1.0
335990,Shahid Afridi,Bowler,Deccan Chargers,10,88.0,27.864554132667635,27.864554132667635,7.0,1.0,3.0,1.0
335990,VVS Laxman,Batsmen,Deccan Chargers,10,19.0,27.039385388420147,27.039385388420147,,,,
335990,WPUJC Vaas,Bowler,Deccan Chargers,10,21.0,26.6513709461694,26.6513709461694,,,9.0,1.0
335990,YK Pathan,AllRounder,Rajasthan Royals,10,198.0,38.16879293389016,57.25318940083524,1.0,1.0,1.0,1.0
335991,A Nehra,Bowler,Mumbai Indians,10,53.0,27.76137833933484,27.76137833933484,,,6.0,1.0
335991,AM Nayar,Batsmen,Mumbai Indians,10,2.0,24.26403802057239,24.26403802057239,,,,
335991,B Lee,Bowler,Kings XI Punjab,10,54.0,29.103293834426573,29.103293834426573,8.0,1.0,4.0,1.0
335991,DJ Bravo,AllRounder,Mumbai Indians,10,26.0,35.874870046467564,35.874870046467564,3.0,1.0,,
335991,DPMD Jayawardene,Batsmen,Kings XI Punjab,10,14.0,28.624553425722127,28.624553425722127,,,,
335991,DS Kulkarni,Bowler,Mumbai Indians,10,53.0,26.929471932497968,26.929471932497968,,,5.0,1.0
335991,Harbhajan Singh,Bowler,Mumbai Indians,10,109.5,27.220435119777456,27.220435119777456,,,1.0,1.0
335991,IK Pathan,AllRounder,Kings XI Punjab,10,70.0,37.84472001473043,75.68944002946085,0.0,1.0,2.0,1.0
335991,K Goel,Batsmen,Kings XI Punjab,10,22.0,29.397353094705483,29.397353094705483,6.0,1.0,10.0,1.0
335991,KC Sangakkara,Batsmen,Kings XI Punjab,10,238.0,30.30539371931359,30.30539371931359,4.0,1.0,0.0,1.0
335991,L Ronchi,Batsmen,Mumbai Indians,10,15.0,27.401903048933164,27.401903048933164,,,,
335991,MA Khote,Bowler,Mumbai Indians,10,3.0,28.06572424481733,28.06572424481733,,,,
335991,PP Chawla,Bowler,Kings XI Punjab,10,54.0,25.880944008321627,25.880944008321627,,,3.0,1.0
335991,RR Sarwan,Batsmen,Kings XI Punjab,10,7.0,28.495407820737935,28.495407820737935,,,,
335991,RV Uthappa,Batsmen,Mumbai Indians,10,27.0,29.237379375319534,29.237379375319534,7.0,1.0,9.0,1.0
335991,S Sohal,Batsmen,Kings XI Punjab,10,-2.0,28.624553425722127,28.624553425722127,9.0,1.0,,
335991,S Sreesanth,Bowler,Kings XI Punjab,10,48.0,28.454546877159395,28.454546877159395,10.0,1.0,8.0,1.0
335991,SM Pollock,AllRounder,Mumbai Indians,10,49.0,35.72572864915604,35.72572864915604,,,7.0,1.0
335991,SS Tiwary,Batsmen,Mumbai Indians,10,21.0,27.326504401211015,27.326504401211015,,,,
335991,ST Jayasuriya,AllRounder,Mumbai Indians,10,2.0,37.087520885569646,37.087520885569646,2.0,1.0,,
335991,VRV Singh,Bowler,Kings XI Punjab,10,29.0,29.413327716943822,29.413327716943822,5.0,1.0,,
335991,Yuvraj Singh,AllRounder,Kings XI Punjab,10,21.0,37.2664005417958,55.89960081269369,1.0,1.0,,
335992,A Kumble,Bowler,Royal Challengers Bangalore,10,2.0,28.99678296529648,28.99678296529648,5.0,1.0,,
335992,GC Smith,Batsmen,Rajasthan Royals,10,99.0,27.472538144492674,27.472538144492674,,,1.0,1.0
335992,JH Kallis,AllRounder,Royal Challengers Bangalore,10,13.0,37.789661436940605,37.789661436940605,2.0,1.0,,
335992,LRPL Taylor,Batsmen,Royal Challengers Bangalore,10,58.0,27.9416871472923,27.9416871472923,10.0,1.0,3.0,1.0
335992,M Kaif,Batsmen,Rajasthan Royals,10,5.0,26.970865803378786,26.970865803378786,,,,
335992,M Rawat,Batsmen,Rajasthan Royals,10,-2.0,27.472538144492674,27.472538144492674,,,,
335992,MM Patel,Bowler,Rajasthan Royals,10,50.0,27.662337724006488,27.662337724006488,,,4.0,1.0
335992,MV Boucher,Batsmen,Royal Challengers Bangalore,10,4.0,23.85703004410607,23.85703004410607,,,,
335992,P Kumar,Bowler,Royal Challengers Bangalore,10,62.0,28.655495596870512,28.655495596870512,6.0,1.0,2.0,1.0
335992,R Dravid,Batsmen,Royal Challengers Bangalore,10,-2.0,28.2295395031596,28.2295395031596,8.0,1.0,,
335992,R Vinay Kumar,Bowler,Royal Challengers Bangalore,10,1.0,29.127622003198084,29.127622003198084,4.0,1.0,,
335992,S Chanderpaul,Batsmen,Royal Challengers Bangalore,10,2.0,27.9416871472923,27.9416871472923,9.0,1.0,,
335992,SB Joshi,Bowler,Royal Challengers Bangalore,10,28.0,25.873454641576018,25.873454641576018,,,7.0,1.0
335992,SK Trivedi,Bowler,Rajasthan Royals,10,25.0,27.019482109124347,27.019482109124347,,,8.0,1.0
335992,SK Warne,Bowler,Rajasthan Royals,10,35.0,30.20988954552584,30.20988954552584,3.0,1.0,6.0,1.0
335992,SR Watson,AllRounder,Rajasthan Royals,10,274.0,41.1459590943633,82.2919181887266,0.0,1.0,0.0,1.0
335992,Sohail Tanvir,Bowler,Rajasthan Royals,10,0.0,27.738577433916074,27.738577433916074,,,,
335992,V Kohli,Batsmen,Royal Challengers Bangalore,10,17.0,26.70674443774484,26.70674443774484,,,10.0,1.0
335992,YK Pathan,AllRounder,Rajasthan Royals,10,22.0,39.544994617351534,59.3174919260273,1.0,1.0,9.0,1.0
335992,Z Khan,Bowler,Royal Challengers Bangalore,10,47.0,28.577614702327715,28.577614702327715,7.0,1.0,5.0,1.0
335993,AB Agarkar,Bowler,Kolkata Knight Riders,10,38.0,28.698408320611247,28.698408320611247,9.0,1.0,6.0,1.0
335993,AB Dinda,Bowler,Kolkata Knight Riders,10,2.0,27.2105280372637,27.2105280372637,,,,
335993,BB McCullum,Batsmen,Kolkata Knight Riders,10,31.0,30.55555315466676,30.55555315466676,3.0,1.0,9.0,1.0
335993,DJ Hussey,Batsmen,Kolkata Knight Riders,10,-6.0,27.500252604874106,27.500252604874106,,,,
335993,I Sharma,Bowler,Kolkata Knight Riders,10,6.0,27.069620957824718,27.069620957824718,,,,
335993,JDP Oram,Bowler,Chennai Super Kings,10,112.5,28.25744922196597,28.25744922196597,,,1.0,1.0
335993,Joginder Sharma,Bowler,Chennai Super Kings,10,25.0,29.04090662622657,29.04090662622657,8.0,1.0,10.0,1.0
335993,LR Shukla,AllRounder,Kolkata Knight Riders,10,49.0,35.043694217459766,70.08738843491953,0.0,1.0,4.0,1.0
335993,M Kartik,Bowler,Kolkata Knight Riders,10,-3.0,27.595823312911854,27.595823312911854,,,,
335993,M Muralitharan,Bowler,Chennai Super Kings,10,6.0,29.356095153407555,29.356095153407555,5.0,1.0,,
335993,ML Hayden,Batsmen,Chennai Super Kings,10,200.0,32.088277967434635,32.088277967434635,2.0,1.0,0.0,1.0
335993,MS Dhoni,Batsmen,Chennai Super Kings,10,50.0,27.336533248792854,27.336533248792854,,,3.0,1.0
335993,MS Gony,Bowler,Chennai Super Kings,10,48.0,29.158605614576693,29.158605614576693,6.0,1.0,5.0,1.0
335993,Mohammad Hafeez,AllRounder,Kolkata Knight Riders,10,18.0,34.125260921082244,51.187891381623366,1.0,1.0,,
335993,P Amarnath,Bowler,Chennai Super Kings,10,50.0,28.469385450425357,28.469385450425357,10.0,1.0,2.0,1.0
335993,PA Patel,Batsmen,Chennai Super Kings,10,32.0,29.066507036581612,29.066507036581612,7.0,1.0,8.0,1.0
335993,RT Ponting,Batsmen,Kolkata Knight Riders,10,-2.0,26.906948305755378,26.906948305755378,,,,
335993,SC Ganguly,Batsmen,Kolkata Knight Riders,10,15.0,29.41618343165566,29.41618343165566,4.0,1.0,,
335993,WP Saha,Batsmen,Kolkata Knight Riders,10,34.0,27.574647534883226,27.574647534883226,,,7.0,1.0
335994,A Nehra,Bowler,Mumbai Indians,10,-2.0,26.771737333338894,26.771737333338894,8.0,1.0,,
335994,AC Gilchrist,Batsmen,Deccan Chargers,10,340.0,25.600633797144305,25.600633797144305,,,0.0,1.0
335994,AM Nayar,Batsmen,Mumbai Indians,10,36.0,23.770555736458146,23.770555736458146,,,5.0,1.0
335994,AM Rahane,Batsmen,Mumbai Indians,10,-2.0,27.22285274345099,27.22285274345099,6.0,1.0,,
335994,D Kalyankrishna,Bowler,Deccan Chargers,10,-6.0,25.296059159170152,25.296059159170152,,,,
335994,DJ Bravo,AllRounder,Mumbai Indians,10,35.0,35.30428954274665,52.956434314119974,1.0,1.0,6.0,1.0
335994,DNT Zoysa,Bowler,Deccan Chargers,10,25.0,25.10148340925456,25.10148340925456,,,8.0,1.0
335994,DS Kulkarni,Bowler,Mumbai Indians,10,0.0,26.908830582159084,26.908830582159084,7.0,1.0,,
335994,L Ronchi,Batsmen,Mumbai Indians,10,16.0,27.376195923083127,27.376195923083127,4.0,1.0,10.0,1.0
335994,MA Khote,Bowler,Mumbai Indians,10,11.0,25.895943383565182,25.895943383565182,9.0,1.0,,
335994,PP Ojha,Bowler,Deccan Chargers,10,0.0,24.655022928281703,24.655022928281703,,,,
335994,RP Singh,Bowler,Deccan Chargers,10,96.0,24.56481378064992,24.56481378064992,,,1.0,1.0
335994,RV Uthappa,Batsmen,Mumbai Indians,10,8.0,27.432190790202302,27.432190790202302,3.0,1.0,,
335994,SB Bangar,Bowler,Deccan Chargers,10,50.0,23.716709182708968,23.716709182708968,,,3.0,1.0
335994,SD Chitnis,Batsmen,Mumbai Indians,10,0.0,27.22285274345099,27.22285274345099,5.0,1.0,,
